id,fb_soclife_base,fb_soclife_end,fb_soclife_diff
23945,-1,0,1
23953,0,-1,-1
23955,1,2,1
23957,0,2,2
23962,1,2,1
23969,1,1,0
23974,1,1,0
23976,4,3,-1
23977,-1,1,2
23995,2,5,3
24002,-1,-1,0
24009,2,1,-1
24010,-1,2,3
24011,1,-2,-3
24022,-2,-4,-2
24034,2,2,0
24036,-1,0,1
24045,2,-1,-3
24046,0,2,2
24057,1,1,0
24062,-1,-2,-1
24063,5,3,-2
24079,2,2,0
24095,-1,3,4
24100,2,1,-1
24101,-1,-1,0
24132,1,0,-1
24148,-2,0,2
24174,-3,-3,0
24207,1,2,1
24211,1,0,-1
24231,0,-2,-2
24277,-1,1,2
24284,1,2,1
24291,2,3,1
24293,1,1,0
24302,-2,1,3
24313,-3,-2,1
